# pseudogene  | codingGene |  PMID | Abstract


PTENP1 | ESR1 | PMID: 29021233 | PTENP1 upregulation decreases PTEN gene expression in the ER-positive MCF7 and T47D human breast carcinoma cells and accelerates MCF7 tumor growth in vivo. Of note, PTENP1 transduction significantly decreases ERα (ESR1) mRNA and protein levels in MCF7 xenografts with a concomitant increase in hsa-miR-26a, a miR known to target ESR1. In the ER-negative MDA-MB-231 and C3HBA breast cancer cells upregulation of PTENP1 increases PTEN gene expression with no influence on hsa-miR-26a, ESR1 or ERα expression.
CMAHP | ACOT1 | PMID: 24509779 | As expected, there were associations with known RD risk genes KIAA0319 and DCDC2. In addition, we implicated markers in or near other DYX2 genes, including TDP2, ACOT13, C6orf62, FAM65B, and CMAHP. However, the LD structure of the locus suggests that associations within TDP2, ACOT13, and C6orf62 are capturing a previously reported risk variant in KIAA0319.

SLC6A10P | SLC6A8 | PMID: 24144841 | The mechanism(s) by which this regulation occurs is still poorly understood. A duplicated unprocessed pseudogene of SLC6A8-SLC6A10P has been mapped to chromosome 16p11.2 (contains the entire SLC6A8 gene, plus 2293 bp of 5'flanking sequence and its entire 3'UTR).

PPP1R26P1 | RB1 | PMID: 24019952 | The human retinoblastoma gene (RB1) is imprinted; the mouse Rb1 gene is not. Imprinted expression of RB1 is due to differential methylation of a CpG island (CpG85), which is located in the pseudogene PPP1R26P1 in intron 2 of RB1. CpG85 serves as promoter for an alternative RB1 transcript, which is expressed from the unmethylated paternal allele only and is thought to suppress expression of the full-length RB1 transcript in cis.

PPP1R26P1 | RB1 | PMID: 24019952 | CpG85 serves as promoter for an alternative RB1 transcript, which is expressed from the unmethylated paternal allele only and is thought to suppress expression of the full-length RB1 transcript in cis. PPP1R26P1 contains another CpG island (CpG42), which is biallelically methylated. To determine the influence of PPP1R26P1 on RB1 expression, we generated an in vitro murine embryonic stem cell model by introducing human PPP1R26P1 into mouse Rb1.

PPP1R26P1 | RB1 | PMID: 24019952 | PPP1R26P1 contains another CpG island (CpG42), which is biallelically methylated. To determine the influence of PPP1R26P1 on RB1 expression, we generated an in vitro murine embryonic stem cell model by introducing human PPP1R26P1 into mouse Rb1. Next generation bisulfite sequencing of CpG85 and CpG42 revealed differences in their susceptibility to DNA methylation, gaining methylation at a median level of 4% and 18%, respectively. We showed binding of RNA polymerase II at and transcription from the unmethylated CpG85 in PPP1R26P1 and observed reduced expression of full-length Rb1 from the targeted allele.

PPP1R26P1 | RB1 | PMID: 24019952 | We showed binding of RNA polymerase II at and transcription from the unmethylated CpG85 in PPP1R26P1 and observed reduced expression of full-length Rb1 from the targeted allele. Our results identify human PPP1R26P1 as a cis-repressive element and support a connection between retrotransposition of PPP1R26P1 into human RB1 and the reduced expression of RB1 on the paternal allele. DOI: 10.1371/journal.

SERPINA2 | SERPINA1 | PMID: 23826168 | Print 2013. SERPINA2 is a novel gene with a divergent function from SERPINA1. Marques PI(1), Ferreira Z, Martins M, Figueiredo J, Silva DI, Castro P, Morales-Hojas R, Simões-Correia J, Seixas S. Author information: (1)Institute of Molecular Pathology and Immunology of the University of Porto, Porto, Portugal. Serine protease inhibitors (SERPINs) are a superfamily of highly conserved proteins that play a key role in controlling the activity of proteases in diverse biological processes.

SERPINA2 | SERPINA1 | PMID: 23826168 | The SERPIN cluster located at the 14q32.1 region includes the gene coding for SERPINA1, and a highly homologous sequence, SERPINA2, which was originally thought to be a pseudogene. We have previously shown that SERPINA2 is expressed in different tissues, namely leukocytes and testes, suggesting that it is a functional SERPIN.

SERPINA2 | SERPINA1 | PMID: 23826168 | We have previously shown that SERPINA2 is expressed in different tissues, namely leukocytes and testes, suggesting that it is a functional SERPIN. To investigate the function of SERPINA2, we used HeLa cells stably transduced with the different variants of SERPINA2 and SERPINA1 (M1, S and Z) and leukocytes as the in vivo model. We identified SERPINA2 as a 52 kDa intracellular glycoprotein, which is localized at the endoplasmic reticulum (ER), independently of the variant analyzed.

ABCC13 | DAZAP1 | PMID: 23738518 | Here, we report a genome-wide association meta-analysis of two large cohorts: population samples of Australian twins and siblings aged 12-25 years (n�?�?177 from 538 families), and a younger cohort of children of the UK Avon Longitudinal Study of Parents and their Children (aged 8 and 9 years; maximum n�?�?472). Suggestive association was indicated for reading measures and non-word repetition (NWR), with the greatest support found for single nucleotide polymorphisms (SNPs) in the pseudogene, ABCC13 (P�?�?.34 ×�?10(-8)), and the gene, DAZAP1 (P�?�?.32 ×�?10(-6)). Gene-based

TNXA | CYP21A2 | PMID: 23721949 | it. BACKGROUNDS: Recently, we have considered two new findings in genetics of 21-hydroxylase deficiency with great interested: the existence of rare RCCX trimodular haplotypes, where the CYP21A2 like-gene downstream of the TNXA gene carries from one to six pseudogene mutations, and population specific allelic frequencies of wild-type CYP21A2 loci in the CYP21A1P pseudogene. Both these events represent a further complication in CYP21A2 genetics.

CYP21A1P | CYP21A2 | PMID: 23721949 | it. BACKGROUNDS: Recently, we have considered two new findings in genetics of 21-hydroxylase deficiency with great interested: the existence of rare RCCX trimodular haplotypes, where the CYP21A2 like-gene downstream of the TNXA gene carries from one to six pseudogene mutations, and population specific allelic frequencies of wild-type CYP21A2 loci in the CYP21A1P pseudogene. Both these events represent a further complication in CYP21A2 genetics.

PRKY | UTY | PMID: 23640493 | 002, respectively). CONCLUSIONS: Coronary artery disease predisposing haplogroup I of the Y chromosome is associated with downregulation of UTY and PRKY genes in macrophages but not with conventional cardiovascular risk factors. DOI: 10.1161/ATVBAHA.

HBBP1 | HBD | PMID: 23431002 | In this study, we sought a detailed portrait of the genetic variation within the β-globin cluster in a large human population panel from different geographic backgrounds. We resequenced the coding and noncoding regions of the two adult β-globin genes (HBD and HBB) in European and African populations, and analyzed the data from the β-globin cluster (HBE, HBG2, HBG1, HBBP1, HBD, and HBB) in 1,092 individuals representing 14 populations sequenced as part of the 1000 Genomes Project. Additionally, we assessed the diversity levels in nonhuman primates using chimpanzee sequence data provided by the PanMap Project.

HBBP1 | HBD | PMID: 23431002 | Additionally, we assessed the diversity levels in nonhuman primates using chimpanzee sequence data provided by the PanMap Project. Comprehensive analyses, based on classic neutrality tests, empirical and haplotype-based studies, revealed that HBD and its neighbor pseudogene HBBP1 have mainly evolved under purifying selection, suggesting that their roles are essential and nonredundant. Moreover, in the light of recent studies on the chromatin conformation of the β-globin cluster, we present evidence sustaining that the strong functional constraints underlying the decreased contemporary diversity at these two regions were not driven by protein function but instead are likely due to a regulatory role in ontogenic switches of gene expression. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 23370425 | 3. The major part of disease-causing mutations in CYP21A2 alleles are CYP21A1P-derived sequence transferred to the active gene by macroconversion or microconversion events. Only around 5% of all disease-causing CYP21A2 alleles harbor rare mutations that do not originate from the pseudogene. A complete list of all reported CYP21A2 mutations can be found in the CYP21A2 database created by the Human Cytochrome P450 (CYP) Allele Nomenclature Committee (http://www.

KIR3DP1 | KIR3DL1 | PMID: 23354323 | To our knowledge this is the first report on the KIR gene polymorphism in the Rajbanshis, a population widely distributed in the Terai and Dooars region of West Bengal, India. Herein, we have studied the gene distribution of 14 KIR genes (KIR3DL1-3DL3, KIR 2DL1-2DL5, 2DS1-2DS5 and 3DS1) and two pseudogenes (KIR3DP1 and 2DP1). The gene frequencies and genotypic frequencies were calculated, based on which statistical analyses were performed.

CYP21A1P | CYP21A2 | PMID: 23313747 | Epub 2013 Jan 9. Variants of the CYP21A2 and CYP21A1P genes in congenital adrenal hyperplasia. Lee HH(1). Author information: (1)School of Chinese Medicine, College of Chinese Medicine, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan.

CYP21A1P | CYP21A2 | PMID: 23313747 | edu.tw More than 90% of congenital adrenal hyperplasia cases are caused by mutation of the CYP21A2 gene which converted from the CYP21A1P pseudogene. Sizes of the 3.

CYP21A1P | CYP21A2 | PMID: 23313747 | Recent studies indicated that the 3.2-kb TaqI fragment may include multiple variants of chimeric CYP21A1P/CYP21A2 genes, a haplotype with dual mutations of IVS2-12A/C>G and 707-714del, and a functional CYP21A2 gene caused by small-scale conversions of the 5' end of the CYP21A1P sequence. In addition, a 3.

CYP21A1P | CYP21A2 | PMID: 23313747 | Recent studies indicated that the 3.2-kb TaqI fragment may include multiple variants of chimeric CYP21A1P/CYP21A2 genes, a haplotype with dual mutations of IVS2-12A/C>G and 707-714del, and a functional CYP21A2 gene caused by small-scale conversions of the 5' end of the CYP21A1P sequence. In addition, a 3.

TNXA | CYP21A2 | PMID: 23313747 | In addition, a 3.7-kb TaqI fragment with more than 4 haplotypes of CYP21A2-like downstream of the TNXA gene and a 6.2-kb TaqI fragment of the CYP21A2 that results from a nucleotide mutation in the 3' end sequence were also identified.

TSSK1A | TSSK2 | PMID: 23258646 | The mouse genes are genetically closely linked, forming a Tssk1-Tssk2 tandem. In human, TSSK1 is present in the form of a pseudogene, TSSK1A, which is linked to an intact TSSK2 gene, and in the form of an intact gene, TSSK1B, which is not genetically linked to TSSK2. Studies on conservation of genes and gene function between mouse and human are relevant, to be able to use mouse models for studies on human infertility, and to evaluate possible targets for non-hormonal contraception targeting the male.

KIR3DP1 | KIR3DL3 | PMID: 23220498 | The population genetics analysis package, Arlequin, was used for analysis of the data. We found that all 16 KIR genes were observed in the studied individuals and framework genes (KIR3DL3, KIR3DP1, KIR2DL4, and KIR3DL2) were present in all individuals. Comparison of KIR frequencies between Macedonian patients with West Nile virus infection and healthy Macedonian population reveals several significant differences in the inhibitory group (KIR2DL2), and in the non inhibitory group (KIR2DS1, KIR2DS2, KIR2DS5, and KIR3DS1).

KIR3DP1 | KIR2DL4 | PMID: 23220498 | The population genetics analysis package, Arlequin, was used for analysis of the data. We found that all 16 KIR genes were observed in the studied individuals and framework genes (KIR3DL3, KIR3DP1, KIR2DL4, and KIR3DL2) were present in all individuals. Comparison of KIR frequencies between Macedonian patients with West Nile virus infection and healthy Macedonian population reveals several significant differences in the inhibitory group (KIR2DL2), and in the non inhibitory group (KIR2DS1, KIR2DS2, KIR2DS5, and KIR3DS1).

KIR3DP1 | KIR3DL2 | PMID: 23220498 | The population genetics analysis package, Arlequin, was used for analysis of the data. We found that all 16 KIR genes were observed in the studied individuals and framework genes (KIR3DL3, KIR3DP1, KIR2DL4, and KIR3DL2) were present in all individuals. Comparison of KIR frequencies between Macedonian patients with West Nile virus infection and healthy Macedonian population reveals several significant differences in the inhibitory group (KIR2DL2), and in the non inhibitory group (KIR2DS1, KIR2DS2, KIR2DS5, and KIR3DS1).

CYP21A1P | CYP21A2 | PMID: 23142378 | This mutation is not present in pseudogene CYP21A1P and causes the classical form of the disease in six patients. In addition, depending on the nature of the rearrangements CYP21A1P/CYP21A2 chimeras were further classified as CH(c/d), and CH-1(c) was shown to be the most prominent chimera in our study group. In conclusion, with this study we identified a novel founder CYP21A2 mutation and suggest a further classification for CYP21A1P/CYP21A2 chimeras depending on the combination of junction site position and whether it is occurred as a result of deletion or conversion.

CYP21A1P | CYP21A2 | PMID: 23142378 | In addition, depending on the nature of the rearrangements CYP21A1P/CYP21A2 chimeras were further classified as CH(c/d), and CH-1(c) was shown to be the most prominent chimera in our study group. In conclusion, with this study we identified a novel founder CYP21A2 mutation and suggest a further classification for CYP21A1P/CYP21A2 chimeras depending on the combination of junction site position and whether it is occurred as a result of deletion or conversion. Absence of disease causing mutation of CYP21A2 in ten of screened ninety chromosomes suggests the contribution of regulatory elements in occurrences of CAH due to the 21OHD. Copyright © 2012 Elsevier B.

HLA-J | HLA-A | PMID: 23083632 | 00017). Functional analysis revealed that interferon γ (IFNγ) downregulated the expression of HLA-A9 and HLA-A10 in monocytes from HLA-J M80469 homozygous patients but not from carriers of the HLA-J M80468 allele. This is the first demonstration of an inverse effect of IFNγ on HLA expression that is associated with non-coding gene variants and schizophrenia.

CYP21A1P | CYP21A2 | PMID: 22841790 | fr Congenital adrenal hyperplasia (CAH) is an autosomal recessive disease of steroid biosynthesis in humans. More than 90% of all CAH cases are caused by mutations of the 21-hydroxylase gene (CYP21A2), and approximately 75% of the defective CYP21A2 genes are generated through an intergenic recombination with the neighboring CYP21A1P pseudogene. In this study, the CYP21A2 gene was genotyped in 50 patients in Tunisia with the clinical diagnosis of 21-hydroxylase deficiency.

HERC2P4 | TP53TG3 | PMID: 22828807 | 21 in Patient 1 was a possible modifier containing the G-protein-regulated inducer of neurite growth 2 (GPRIN2) gene. In contrast, the euchromatic variants in Patients 3 and 4 were amplifications from a 945-kb region containing non-functional immunoglobulin heavy chain (IGHV), hect domain pseudogene (HERC2P4) and TP53-inducible target gene 3 (TP53TG3) loci in proximal 16p11.2 (16:31�?53�?53-32�?98�?35).

HERC2P4 | TP53 | PMID: 22828807 | 21 in Patient 1 was a possible modifier containing the G-protein-regulated inducer of neurite growth 2 (GPRIN2) gene. In contrast, the euchromatic variants in Patients 3 and 4 were amplifications from a 945-kb region containing non-functional immunoglobulin heavy chain (IGHV), hect domain pseudogene (HERC2P4) and TP53-inducible target gene 3 (TP53TG3) loci in proximal 16p11.2 (16:31�?53�?53-32�?98�?35).

CYP21A1P | CYP21A2 | PMID: 22771554 | Epub 2012 Jun 29. Analysis of CYP21A1P and the duplicated CYP21A2 genes. Tsai LP, Lee HH. The RCCX module on chromosome 6p21.

CYP2D7 | CYP2D6 | PMID: 22634574 | CONCLUSIONS: The new multiplex PCR method is useful for detecting CYP2D6*5. This system could reliably discriminate CYP2D6*5 from homologous pseudogene CYP2D7P and functional CYP2D6*10D. Copyright © 2012 Elsevier B.V.

TRPC2 | TRPC1 | PMID: 22593969 | The TRPC channels formed by homo- or heteromeric TRPC proteins are Ca(2+)-permeable nonselective cation channels. According to the similarity in amino acid sequence, the mammalian TRPCs can be classified into four subgroups: TRPC1, TRPC2, TRPC3/6/7, and TRPC4/5,(3) while the TRPC2 is a pseudogene in primates.(4) The TRPC proteins have six transmembrane domains, and both N- and C-termini of these proteins are intracellular, suggesting that these channels can be regulated by intra cellular signaling molecules.

TRPC2 | TRPC3 | PMID: 22593969 | The TRPC channels formed by homo- or heteromeric TRPC proteins are Ca(2+)-permeable nonselective cation channels. According to the similarity in amino acid sequence, the mammalian TRPCs can be classified into four subgroups: TRPC1, TRPC2, TRPC3/6/7, and TRPC4/5,(3) while the TRPC2 is a pseudogene in primates.(4) The TRPC proteins have six transmembrane domains, and both N- and C-termini of these proteins are intracellular, suggesting that these channels can be regulated by intra cellular signaling molecules.

TRPC2 | TRPC4 | PMID: 22593969 | The TRPC channels formed by homo- or heteromeric TRPC proteins are Ca(2+)-permeable nonselective cation channels. According to the similarity in amino acid sequence, the mammalian TRPCs can be classified into four subgroups: TRPC1, TRPC2, TRPC3/6/7, and TRPC4/5,(3) while the TRPC2 is a pseudogene in primates.(4) The TRPC proteins have six transmembrane domains, and both N- and C-termini of these proteins are intracellular, suggesting that these channels can be regulated by intra cellular signaling molecules.

FOXO3B | ZNF2 | PMID: 22459618 | Therefore, we sequenced the coding region in our long-lived Japanese American population in order to enhance resources for fine mapping this region. We demonstrate that of 38 published variants, 6 are misalignments with homologous nonallelic sequences from FOXO3B (ZNF286B), a pseudogene on a different chromosome; 2 are attributable to ZNF286B only, and the remaining 30 were unconfirmed, indicating that they are very rare and not likely involved in longevity. Furthermore, we identified a novel, unique, nonsynonymous coding variant in exon 3 (Gly566Ala; rs138174682) that is prevalent in multiple ethnic groups but appeared too rare for major longevity effects in our study populations. DOI: 10.

FOXO3B | ZNF286B | PMID: 22459618 | Therefore, we sequenced the coding region in our long-lived Japanese American population in order to enhance resources for fine mapping this region. We demonstrate that of 38 published variants, 6 are misalignments with homologous nonallelic sequences from FOXO3B (ZNF286B), a pseudogene on a different chromosome; 2 are attributable to ZNF286B only, and the remaining 30 were unconfirmed, indicating that they are very rare and not likely involved in longevity. Furthermore, we identified a novel, unique, nonsynonymous coding variant in exon 3 (Gly566Ala; rs138174682) that is prevalent in multiple ethnic groups but appeared too rare for major longevity effects in our study populations. DOI: 10.

FOXO3B | ZNF28 | PMID: 22459618 | Therefore, we sequenced the coding region in our long-lived Japanese American population in order to enhance resources for fine mapping this region. We demonstrate that of 38 published variants, 6 are misalignments with homologous nonallelic sequences from FOXO3B (ZNF286B), a pseudogene on a different chromosome; 2 are attributable to ZNF286B only, and the remaining 30 were unconfirmed, indicating that they are very rare and not likely involved in longevity. Furthermore, we identified a novel, unique, nonsynonymous coding variant in exon 3 (Gly566Ala; rs138174682) that is prevalent in multiple ethnic groups but appeared too rare for major longevity effects in our study populations. DOI: 10.

SIGLEC16 | SIGLEC11 | PMID: 22383531 | Here, we show that Siglec-11 is expressed exclusively in microglia in all human brains studied-a finding of potential relevance to brain evolution, as microglia modulate neuronal survival, and Siglec-11 recruits SHP-1, a tyrosine phosphatase that modulates microglial biology. Following the recent finding of a functional SIGLEC16 allele in human populations, further analysis of the human SIGLEC11 and SIGLEC16/P sequences revealed an unusual series of gene conversion events between two loci. Two tandem and likely simultaneous gene conversions occurred from SIGLEC16P to SIGLEC11 with a potentially deleterious intervening short segment happening to be excluded. One of the conversion events also changed the 5' untranslated sequence, altering predicted transcription factor binding sites.

SIGLEC16 | SIGLEC11 | PMID: 22383531 | In keeping with this, recombinant soluble Siglec-11 binds ligands in the human brain. We also address a second-round more recent gene conversion from SIGLEC11 to SIGLEC16, with the latter showing an allele frequency of ~0.1-0.

SIGLEC16 | SIGLEC11 | PMID: 22383531 | 3 in a worldwide population study. Initial pseudogenization of SIGLEC16 was estimated to occur at least 3 Ma, which thus preceded the gene conversion of SIGLEC11 by SIGLEC16P. As gene conversion usually disrupts the converted gene, the fact that ORFs of hSIGLEC11 and hSIGLEC16 have been maintained after an unusual series of very complex gene conversion events suggests that these events may have been subject to hominin-specific selection forces. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 22313422 | PATIENTS AND METHODS: We analysed neonatal dried blood spots from 753 subjects with transiently elevated levels of 17-OHP. The CYP21A2 gene was sequenced to detect point mutations, and the presence of CYP21A2 was further confirmed by two methods utilizing the difference between CYP21A2 and its CYP21A1P pseudogene in the sequence of exon 3 (8-bp deletion). The accuracy of the methods was verified using samples from 70 subjects with known CYP21A2 mutations and 181 healthy children. RESULT: Among the 701 successfully sequenced samples from subjects with transiently elevated 17-OHP, 670 (95%) had no point mutations or novel variants in the CYP21A2 gene.

CYP21A1P | CYP21A2 | PMID: 22156666 | Epub 2011 Dec 7. Junction site analysis of chimeric CYP21A1P/CYP21A2 genes in 21-hydroxylase deficiency. Chen W(1), Xu Z, Sullivan A, Finkielstain GP, Van Ryzin C, Merke DP, McDonnell NB. Author information: (1)Laboratory of Clinical Investigation, National Institute on Aging, Baltimore, MD 21224, USA. Comment in Clin Chem. 2012 Nov;58(11):1600-1. BACKGROUND: Chimeric CYP21A1P/CYP21A2 genes, caused by homologous recombination between CYP21A2 (cytochrome P450, family 21, subfamily A, polypeptide 2) and its highly homologous pseudogene CYP21A1P (cytochrome P450, family 21, subfamily A, polypeptide 1 pseudogene), are common in patients with congenital adrenal hyperplasia (CAH) due to 21-hydroxylase deficiency (21-OHD).

CYP21A1P | CYP21A2 | PMID: 22156666 | 2012 Nov;58(11):1600-1. BACKGROUND: Chimeric CYP21A1P/CYP21A2 genes, caused by homologous recombination between CYP21A2 (cytochrome P450, family 21, subfamily A, polypeptide 2) and its highly homologous pseudogene CYP21A1P (cytochrome P450, family 21, subfamily A, polypeptide 1 pseudogene), are common in patients with congenital adrenal hyperplasia (CAH) due to 21-hydroxylase deficiency (21-OHD). A comprehensive junction site analysis of chimeric CYP21A1P/CYP21A2 genes is needed for optimizing genetic analysis strategy and determining clinical relevance. METHODS: We conducted a comprehensive genetic analysis of chimeric CYP21A1P/CYP21A2 genes in a cohort of 202 unrelated 21-OHD patients.

CYP21A1P | CYP21A2 | PMID: 22156666 | BACKGROUND: Chimeric CYP21A1P/CYP21A2 genes, caused by homologous recombination between CYP21A2 (cytochrome P450, family 21, subfamily A, polypeptide 2) and its highly homologous pseudogene CYP21A1P (cytochrome P450, family 21, subfamily A, polypeptide 1 pseudogene), are common in patients with congenital adrenal hyperplasia (CAH) due to 21-hydroxylase deficiency (21-OHD). A comprehensive junction site analysis of chimeric CYP21A1P/CYP21A2 genes is needed for optimizing genetic analysis strategy and determining clinical relevance. METHODS: We conducted a comprehensive genetic analysis of chimeric CYP21A1P/CYP21A2 genes in a cohort of 202 unrelated 21-OHD patients. Targeted CYP21A2 mutation analysis was performed, and genotyping of chimeric CYP21A1P/CYP21A2 genes was cross-confirmed with Southern blot, RFLP, and multiplex ligation-dependent probe amplification analyses.

CYP21A1P | CYP21A2 | PMID: 22156666 | A comprehensive junction site analysis of chimeric CYP21A1P/CYP21A2 genes is needed for optimizing genetic analysis strategy and determining clinical relevance. METHODS: We conducted a comprehensive genetic analysis of chimeric CYP21A1P/CYP21A2 genes in a cohort of 202 unrelated 21-OHD patients. Targeted CYP21A2 mutation analysis was performed, and genotyping of chimeric CYP21A1P/CYP21A2 genes was cross-confirmed with Southern blot, RFLP, and multiplex ligation-dependent probe amplification analyses.

CYP21A1P | CYP21A2 | PMID: 22156666 | METHODS: We conducted a comprehensive genetic analysis of chimeric CYP21A1P/CYP21A2 genes in a cohort of 202 unrelated 21-OHD patients. Targeted CYP21A2 mutation analysis was performed, and genotyping of chimeric CYP21A1P/CYP21A2 genes was cross-confirmed with Southern blot, RFLP, and multiplex ligation-dependent probe amplification analyses. Junction sites of chimera genes were determined by sequencing the long-PCR products amplified with primers CYP779f and Tena32F.

CYP21A1P | CYP21A2 | PMID: 22156666 | CONCLUSIONS: Junction site analysis can explain some genotype-phenotype discrepancies. Sequencing the well-established CYP779f/Tena32F amplicons is an unequivocal strategy for detecting attenuated chimeric CYP21A1P/CYP21A2 genes, which are clinically relevant. DOI: 10.1373/clinchem.

CYP21A1P | CYP21A2 | PMID: 22014889 | 3, along with an inactive pseudogene, CYP21A1P, that is 98% homologous in its coding sequence with CYP21A2. Most CYP21A2 mutations result from intergenic recombinations between CYP21A2 and the closely linked CYP21A1P pseudogene. Rare mutations not generated by gene conversion account for only 5% to 10% of 21-hydroxylase deficiency alleles.

NATP | NAT1 | PMID: 21995608 | AIMS: We have characterized nucleotide variation at the NAT1 and NAT2 genes, and at the NATP1 pseudogene in global human populations, including many previously under-represented African populations, in order to identify potential functional variants and to understand the role that natural selection has played in shaping variation at these loci in globally diverse populations. MATERIALS & METHODS: We have resequenced approximately 2800 bp for each of the NAT1 and NAT2 gene regions, as well as the pseudogene NATP1, in 197 African and 132 nonAfrican individuals. RESULTS & CONCLUSION: We observe a signature of balancing selection maintaining variation in the 3'-UTR of NAT1, suggesting that these variants may play a functional role that is currently undefined. In addition, we observed high levels of nonsynonymous functional variation at the NAT2 locus that differs amongst ethnically diverse populations. DOI: 10.

NATP | NAT2 | PMID: 21995608 | AIMS: We have characterized nucleotide variation at the NAT1 and NAT2 genes, and at the NATP1 pseudogene in global human populations, including many previously under-represented African populations, in order to identify potential functional variants and to understand the role that natural selection has played in shaping variation at these loci in globally diverse populations. MATERIALS & METHODS: We have resequenced approximately 2800 bp for each of the NAT1 and NAT2 gene regions, as well as the pseudogene NATP1, in 197 African and 132 nonAfrican individuals. RESULTS & CONCLUSION: We observe a signature of balancing selection maintaining variation in the 3'-UTR of NAT1, suggesting that these variants may play a functional role that is currently undefined. In addition, we observed high levels of nonsynonymous functional variation at the NAT2 locus that differs amongst ethnically diverse populations. DOI: 10.

CYP21A1P | CYP21A2 | PMID: 21912141 | es BACKGROUND/AIMS: Congenital adrenal hyperplasia due to 21-hydroxylase deficiency is one of the most common autosomal recessive disorders. Unequal crossing over or gene conversion between the active CYP21A2 gene and the inactive CYP21A1P pseudogene accounts for 95% of mutations, but many non-pseudogene-derived mutations have been described. It is important for these new mutations to be assigned to a specific phenotype. CASE REPORT AND RESULTS: We report a young boy diagnosed with the classical simple virilizing phenotype in whom the CYP21A2 genetic analysis disclosed that he was a compound heterozygous for p.

CYP2D7 | CYP2D6 | PMID: 21670550 | jp The human cytochrome P450 2D6 (CYP2D6) is a primary enzyme involved in the metabolism of about 25% of commonly used therapeutic drugs. CYP2D6 belongs to the CYP2D subfamily, a gene cluster located on chromosome 22, which comprises the CYP2D6 gene and pseudogenes CYP2D7P and CYP2D8P. Although the chemical and physiological properties of CYP2D6 have been extensively studied, there has been no study to date on molecular evolution of the CYP2D subfamily in the human genome.

CYP2D8P | CYP2D6 | PMID: 21670550 | jp The human cytochrome P450 2D6 (CYP2D6) is a primary enzyme involved in the metabolism of about 25% of commonly used therapeutic drugs. CYP2D6 belongs to the CYP2D subfamily, a gene cluster located on chromosome 22, which comprises the CYP2D6 gene and pseudogenes CYP2D7P and CYP2D8P. Although the chemical and physiological properties of CYP2D6 have been extensively studied, there has been no study to date on molecular evolution of the CYP2D subfamily in the human genome.

CYP2D8P | CYP2D6 | PMID: 21670550 | Here, we conducted a preliminary study to investigate the evolution and gene organization of the CYP2D subfamily, focused on humans and four non-human primates (chimpanzees, orangutans, rhesus monkeys, and common marmosets). Our results indicate that CYP2D7P has been duplicated from CYP2D6 before the divergence between humans and great apes, whereas CYP2D6 and CYP2D8P have been already present in the stem lineages of New World monkeys and Catarrhini. Furthermore, the origin of the CYP2D subfamily in the human genome can be traced back to before the divergence between amniotes and amphibians.

CYP21A1P | CYP21A2 | PMID: 21324303 | CYP21A2 located on chromosome 6p21.3. However, these mutations in the CYP21A1P gene are not totally involved in each individual. From our analysis of 100 healthy ethnic Chinese (i.

CYP21A1P | CYP21A2 | PMID: 21324303 | e., Taiwanese) (n=200 chromosomes) using the polymerase chain reaction (PCR) products combined with an amplification-created restriction site (ACRS) method and DNA sequencing, we found that approximately 10% of CYP21A1P alleles (n=195 chromosomes) presented the CYP21A2 sequence; frequencies of P30, V281, Q318, and R356 in that locus were approximately 24%, 21%, 11%, and 34%, respectively, and approximately 90% of the CYP21A1P alleles had 15 mutated loci. In addition, approximately 2.

CYP21A1P | CYP21A2 | PMID: 21324303 | 7-kb TaqI-produced fragment of the CYP21A2-like gene and one duplicated CYP21A2 gene. We conclude that the pseudogene of the CYP21A1P mutation presents diverse variants. Moreover, the existence of the CYP21A2-like gene is more abundant than that of the duplicated CYP21A2 gene downstream of the XA gene and could not be distinguished from the CYP21A2-TNXB gene; thus, it may be misdiagnosed by previously established methods for congenital adrenal hyperplasia caused by a 21-hydroxylase deficiency. Copyright © 2011 Elsevier Inc.

OR51A1P | OR52A1 | PMID: 21250884 | Sequence analysis revealed the presence of an 89,548 bp deletion. The δ- and β-globin genes, two olfactory receptor genes (OR51V1 and OR52A1) and two pseudogenes (OR52Z1P and OR51A1P) were deleted. The 5' breakpoint was located at the same position as previously reported, and the 3' breakpoint was situated 7.

OR51A1P | OR51V1 | PMID: 21250884 | Sequence analysis revealed the presence of an 89,548 bp deletion. The δ- and β-globin genes, two olfactory receptor genes (OR51V1 and OR52A1) and two pseudogenes (OR52Z1P and OR51A1P) were deleted. The 5' breakpoint was located at the same position as previously reported, and the 3' breakpoint was situated 7.

OR52Z1 | OR52A1 | PMID: 21250884 | Sequence analysis revealed the presence of an 89,548 bp deletion. The δ- and β-globin genes, two olfactory receptor genes (OR51V1 and OR52A1) and two pseudogenes (OR52Z1P and OR51A1P) were deleted. The 5' breakpoint was located at the same position as previously reported, and the 3' breakpoint was situated 7.

OR52Z1 | OR51V1 | PMID: 21250884 | Sequence analysis revealed the presence of an 89,548 bp deletion. The δ- and β-globin genes, two olfactory receptor genes (OR51V1 and OR52A1) and two pseudogenes (OR52Z1P and OR51A1P) were deleted. The 5' breakpoint was located at the same position as previously reported, and the 3' breakpoint was situated 7.

